Time_Biotrace;Time_GPS;Latitude_GPS;Longitude_GPS;Accuracy_GPS;Altitude_GPS;Speed_GPS;Bearing_GPS
11:59:36:437;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:445;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:453;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:460;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:468;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:476;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:484;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:492;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:500;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:507;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:515;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:523;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:531;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:539;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:546;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:554;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:562;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:570;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:578;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:585;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:593;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:601;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:609;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:617;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:625;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:632;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:640;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:648;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:656;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:664;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:671;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:679;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:687;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:695;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:703;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:710;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:718;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:726;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:734;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:742;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:750;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:757;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:765;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:773;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:781;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:789;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:796;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:804;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:812;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:820;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:828;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:835;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:843;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:851;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:859;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:867;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:875;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:882;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:890;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:898;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:906;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:914;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:921;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:929;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:937;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:945;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:953;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:960;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:968;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:976;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:984;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:36:992;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:000;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:007;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:015;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:023;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:031;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:039;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:046;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:054;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:062;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:070;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:078;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:085;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:093;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:101;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:109;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:117;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:125;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:132;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:140;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:148;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:156;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:164;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:171;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:179;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:187;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:195;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:203;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:210;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:218;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:226;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:234;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:242;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:250;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:257;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:265;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:273;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:281;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:289;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:296;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:304;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:312;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:320;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:328;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:335;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:343;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:351;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:359;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:367;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:375;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:382;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:390;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:398;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:406;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:414;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:421;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:429;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:437;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:445;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:453;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:460;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:468;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:476;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:484;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:492;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:500;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:507;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:515;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:523;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:531;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:539;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:546;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:554;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:562;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:570;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:578;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:585;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:593;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:601;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:609;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:617;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:625;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:632;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:640;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:648;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:656;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:664;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:671;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:679;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:687;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:695;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:703;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:710;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:718;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:726;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:734;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:742;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:750;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:757;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:765;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:773;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:781;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:789;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:796;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:804;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:812;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:820;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:828;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:835;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:843;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:851;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:859;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:867;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:875;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:882;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:890;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:898;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:906;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:914;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:921;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:929;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:937;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:945;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:953;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:960;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:968;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:976;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:984;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:37:992;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:000;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:007;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:015;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:023;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:031;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:039;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:046;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:054;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:062;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:070;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:078;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:085;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:093;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:101;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:109;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:117;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:125;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:132;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:140;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:148;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:156;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:164;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:171;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:179;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:187;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:195;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:203;11:59:36:227;48.73371162;9.121201037;50;470;16.331251;307.99664
11:59:38:210;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:218;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:226;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:234;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:242;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:250;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:257;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:265;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:273;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:281;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:289;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:296;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:304;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:312;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:320;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:328;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:335;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:343;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:351;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:359;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:367;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:375;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:382;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:390;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:398;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:406;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:414;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:421;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:429;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:437;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:445;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:453;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:460;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:468;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:476;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:484;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:492;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:500;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:507;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:515;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:523;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:531;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:539;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:546;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:554;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:562;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:570;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:578;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:585;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:593;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:601;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:609;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:617;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:625;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:632;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:640;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:648;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:656;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:664;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:671;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:679;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:687;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:695;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:703;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:710;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:718;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:726;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:734;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:742;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:750;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:757;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:765;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:773;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:781;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:789;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:796;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
11:59:38:804;11:59:38:209;48.73379425;9.12091431;30;439;16.160936;310.87485
